ID,Measure,Subject,Category,SubCategory,HebSubject,HebCategory,HebSubCategory,Year
ST098Q02TA,When learning <school science>? Students spend time in the laboratory doing practical experiments.,,,,,,,2015
ST098Q03NA,When learning <school science>? Students are required to argue about science questions.,,,,,,,2015
ST098Q05TA,When learning <school science>? Students are asked to draw conclusions from an experiment they have conducted.,,,,,,,2015
ST098Q06TA,When learning <school science>? The teacher explains <school science> idea can be applied,,,,,,,2015
ST098Q07TA,When learning <school science>? Students are allowed to design their own experiments.,,,,,,,2015
ST098Q08NA,When learning <school science>? There is a class debate about investigations.,,,,,,,2015
ST098Q09TA,When learning <school science>? The teacher clearly explains relevance  <broad science> concepts to our lives.,,,,,,,2015
ST098Q10NA,When learning <school science>? Students are asked to do an investigation to test ideas.,,,,,,,2015
ST100Q01TA,How often does this happen in your <school science> lessons? The teacher shows  interest every students learning.,,,,,,,2015
ST100Q02TA,How often does this happen in your <school science> lessons? The teacher gives extra help.,,,,,,,2015
ST100Q03TA,How often does this happen in your <school science> lessons? The teacher helps students with their learning.,,,,,,,2015
ST100Q04TA,How often does this happen in your <school science>? The teacher continues teaching\students understand.,,,,,,,2015
ST100Q05TA,How often does this happen in your <school science>? Teacher gives an opportunity to express opinions.,,,,,,,2015
ST103Q01NA,How often does this happen in <school science>? The teacher explains scientific ideas.,,,,,,,2015
ST103Q03NA,How often does this happen in <school science>? A whole class discussion takes place with the teacher.,,,,,,,2015
ST103Q08NA,How often does this happen in <school science>? The teacher discusses our questions.,,,,,,,2015
ST103Q11NA,How often does this happen in <school science>? The teacher demonstrates an idea.,,,,,,,2015
ST104Q01NA,How often does this happen in <school science>? The teacher tells me how I am performing in this course.,,,,,,,2015
ST104Q02NA,How often does this happen in <school science>? The teacher gives me feedback on my strengths <school science> subjec,,,,,,,2015
ST104Q03NA,How often does this happen in <school science>? The teacher tells me in which areas I can still improve.,,,,,,,2015
ST104Q04NA,How often does this happen in <school science>? The teacher tells me how I can improve my performance.,,,,,,,2015
ST104Q05NA,How often does this happen in <school science>? The teacher advises me on how to reach my learning goals.,,,,,,,2015
ST107Q01NA,How often does this happen in <school science>? The teacher adapts the lesson to my class needs and knowledge.,,,,,,,2015
ST107Q02NA,How often does this happen in <school science>? The teacher provides individual help when a student has difficulties,,,,,,,2015
ST107Q03NA,How often does this happen in <school science>? The teacher changes the structure of the lesson on a topic,,,,,,,2015
ST092Q01TA,How informed are you about this environmental issue? The increase of greenhouse gases in the atmosphere,,,,,,,2015
ST092Q02TA,How informed are you about this environmental issue? The use of genetically modified organisms (<GMO>),,,,,,,2015
ST092Q04TA,How informed are you about this environmental issue? Nuclear waste,,,,,,,2015
ST092Q05TA,How informed are you about this environmental issue? The consequences of clearing forests\other land use,,,,,,,2015
ST092Q06NA,How informed are you about this environmental issue? Air pollution,,,,,,,2015
ST092Q08NA,How informed are you about this environmental issue? Extinction of plants and animals,,,,,,,2015
ST092Q09NA,How informed are you about this environmental issue? Water shortage,,,,,,,2015
ST093Q01TA,This issue will improve or get worse over next 20 years? Air pollution (student),,,,,,,2015
ST093Q03TA,This issue will improve or get worse over next 20 years? Extinction of plants and animals (student),,,,,,,2015
ST093Q04TA,This issue will improve or get worse over next 20 years? Clearing of forests for other land use (student),,,,,,,2015
ST093Q05TA,This issue will improve or get worse over next 20 years? Water shortages (student),,,,,,,2015
ST093Q06TA,This issue will improve or get worse over next 20 years? Nuclear waste (student),,,,,,,2015
ST093Q07NA,This issue will improve or get worse over next 20 years? The increase of greenhouse gases in the atmosphere,,,,,,,2015
ST093Q08NA,This issue will improve or get worse over next 20 years? The use of genetically modified organisms (<GMO>),,,,,,,2015
ST094Q01NA,Disagree or agree with the statements? I have fun when I am learning <broad science>,,,,,,,2015
ST094Q02NA,Disagree or agree with the statements? I like reading about <broad science> topics.,,,,,,,2015
ST094Q03NA,Disagree or agree with the statements? I am happy working on <broad science> topics.,,,,,,,2015
ST094Q04NA,Disagree or agree with the statements? I enjoy acquiring new knowledge in <broad science>.,,,,,,,2015
ST094Q05NA,Disagree or agree with the statements? I am interested in learning about <broad science>.,,,,,,,2015
ST095Q04NA,"To what extent are you interested in: Biosphere (e.g. ecosystem services, sustainability)",,,,,,,2015
ST095Q07NA,"To what extent are you interested in: Motion and forces (e.g. velocity, friction, magnetic and gravi forces)",,,,,,,2015
ST095Q08NA,"To what extent are you interested in: Energy and its transformation (e.g. conservation, chemical reactions)",,,,,,,2015
ST095Q13NA,To what extent are you interested in: <broad science> topics? The Universe and its history,,,,,,,2015
ST095Q15NA,To what extent are you interested in: <broad science> topics? How science can help us prevent disease,,,,,,,2015
ST113Q01TA,Making an effort in my <school science> subject(s) is worth it because this will help me in the work I want to do lat,,,,,,,2015
ST113Q02TA,What I learn in my <school science> subject(s) is important for me because I need this for what I want to do later on,,,,,,,2015
ST113Q03TA,Studying my <school science> subject(s) is worthwhile for me because what I learn will improve my career prospects.,,,,,,,2015
ST113Q04TA,Many things I learn in my <school science> subject(s) will help me to get a job.,,,,,,,2015
ST129Q01TA,Recognise the science question that underlies a newspaper report on a health issue.,,,,,,,2015
ST129Q02TA,Explain why earthquakes occur more frequently in some areas than in others.,,,,,,,2015
ST129Q03TA,Describe the role of antibiotics in the treatment of disease.,,,,,,,2015
ST129Q04TA,Identify the science question associated with the disposal of garbage.,,,,,,,2015
ST129Q05TA,Predict how changes to an environment will affect the survival of certain species.,,,,,,,2015
ST129Q06TA,Interpret the scientific information provided on the labelling of food items.,,,,,,,2015
ST129Q07TA,Discuss how new evidence can lead you to change your understanding about the possibility of life on Mars.,,,,,,,2015
ST129Q08TA,Identify the better of two explanations for the formation of acid rain.,,,,,,,2015
ST131Q01NA,A good way to know if something is true is to do an experiment.,,,,,,,2015
ST131Q03NA,How much do you disagree or agree with the statements below? Ideas in <broad science> sometimes change.,,,,,,,2015
ST131Q04NA,Good answers are based on evidence from many different experiments.,,,,,,,2015
ST131Q06NA,It is good to try experiments more than once to make sure of your findings.,,,,,,,2015
ST131Q08NA,Sometimes <broad science> scientists change their minds about what is true,,,,,,,2015
ST131Q11NA,The ideas in <broad science> science books sometimes change.,,,,,,,2015
ST146Q01TA,How often do you do these things? Watch TV programmes about <broad science>,,,,,,,2015
ST146Q02TA,How often do you do these things? Borrow or buy books on <broad science> topics,,,,,,,2015
ST146Q03TA,How often do you do these things? Visit web sites about <broad science> topics,,,,,,,2015
ST146Q04TA,How often do you do these things? Read <broad science> magazines or science articles in newspapers,,,,,,,2015
ST146Q05TA,How often do you do these things? Attend a <science club>,,,,,,,2015
ST146Q06NA,How often do you do these things? Simulate natural phenomena in computer programs\virtual labs,,,,,,,2015
ST146Q07NA,How often do you do these things? Simulate technical processes in computer programs\virtual labs,,,,,,,2015
ST146Q08NA,How often do you do these things? Visit web sites of ecology organisations,,,,,,,2015
ST146Q09NA,How often do you do these things? Follow news via blogs and microblogging,,,,,,,2015
ST076Q01NA,Before going to school did you: Eat breakfast,,,,,,,2015
ST076Q02NA,Before going to school did you: Study for school or homework,,,,,,,2015
ST076Q03NA,Before going to school did you: Watch TV\<DVD>\Video,,,,,,,2015
ST076Q04NA,Before going to school did you: Read a book\newspaper\magazine,,,,,,,2015
ST076Q05NA,"Before going to school did you: Internet\Chat\Social networks (e.g. <Facebook>, <country-specific social network>)",,,,,,,2015
ST076Q06NA,Before going to school did you: Play video-games,,,,,,,2015
ST076Q07NA,Before going to school did you: Meet friends or talk to friends on the phone,,,,,,,2015
ST076Q08NA,Before going to school did you: Talk to your parents,,,,,,,2015
ST076Q09NA,Before going to school did you: Work in the household or take care,,,,,,,2015
ST076Q10NA,Before going to school did you: Work for pay,,,,,,,2015
ST076Q11NA,Before going to school did you: Exercise or practice a sport,,,,,,,2015
ST078Q01NA,After leaving school did you: Eat dinner,,,,,,,2015
ST078Q02NA,After leaving school did you: Study\school\hmk,,,,,,,2015
ST078Q03NA,After leaving school did you: Watch TV\<DVD>\Video,,,,,,,2015
ST078Q04NA,After leaving school did you: Read a book\newspaper\magazine,,,,,,,2015
ST078Q05NA,After leaving school did you: Internet\Chat\Social net (e.g. <Facebook>),,,,,,,2015
ST078Q06NA,After leaving school did you: Play video-games,,,,,,,2015
ST078Q07NA,After leaving school did you: Meet friends or talk to friends on the phone,,,,,,,2015
ST078Q08NA,After leaving school did you: Talk to your parents,,,,,,,2015
ST078Q09NA,After leaving school did you: Work in the household or take care of other family members,,,,,,,2015
ST078Q10NA,After leaving school did you: Work for pay,,,,,,,2015
ST078Q11NA,After leaving school did you: Exercise or practice a sport,,,,,,,2015
ST065Class,Student coded science class (from ST065Q01NA),,,,,,,2015
IC001Q01TA,Available for you to use at home: Desktop computer,,,,,,,2015
IC001Q02TA,"Available for you to use at home: Portable laptop, or notebook",,,,,,,2015
IC001Q03TA,"Available for you to use at home: <Tablet computer> (e.g. <iPad®>, <BlackBerry® PlayBook>)",,,,,,,2015
IC001Q04TA,Available for you to use at home: Internet connection,,,,,,,2015
IC001Q05TA,"Available for you to use at home: <Video games console>, e.g. <Sony® PlayStation®>",,,,,,,2015
IC001Q06TA,Available for you to use at home: <Cell phone> (without Internet access),,,,,,,2015
IC001Q07TA,Available for you to use at home: <Cell phone> (with Internet access),,,,,,,2015
IC001Q08TA,"Available for you to use at home: Portable music player (Mp3\Mp4 player, iPod® or similar)",,,,,,,2015
IC001Q09TA,Available for you to use at home: Printer,,,,,,,2015
IC001Q10TA,Available for you to use at home: USB (memory) stick,,,,,,,2015
IC001Q11TA,"Available for you to use at home: <ebook reader>, e.g. <Amazon® Kindle>",,,,,,,2015
IC009Q01TA,Digitial devices available at school: Desktop computer,,,,,,,2015
IC009Q02TA,Digitial devices available at school: Portable laptop or notebook,,,,,,,2015
IC009Q03TA,"Digitial devices available at school: <Tablet computer> (e.g. <iPad®>, <BlackBerry® PlayBook>)",,,,,,,2015
IC009Q05NA,Digitial devices available at school: Internet connected school computers,,,,,,,2015
IC009Q06NA,Digitial devices available at school: Internet connection via wireless network,,,,,,,2015
IC009Q07NA,"Digitial devices available at school: Storage space for school-related data, e.g. a folder for own documents",,,,,,,2015
IC009Q08TA,Digitial devices available at school: USB (memory) stick,,,,,,,2015
IC009Q09TA,"Digitial devices available at school: <ebook reader>, e.g. <Amazon® Kindle>",,,,,,,2015
IC009Q10NA,"Digitial devices available at school: Data projector, e.g. for slide presentations",,,,,,,2015
IC009Q11NA,"Digitial devices available at school: Interactive Whiteboard, e.g. <Smartboard®>",,,,,,,2015
IC002Q01NA,How old were you when you first used a digital device?,,,,,,,2015
IC003Q01TA,How old were you when you first used a computer?,,,,,,,2015
IC004Q01TA,How old were you when you first accessed the Internet?,,,,,,,2015
IC005Q01TA,"During a typical weekday, for how long do you use the Internet at school?",,,,,,,2015
IC006Q01TA,"During a typical weekday, for how long do you use the Internet outside of school?",,,,,,,2015
IC007Q01TA,"On a typical weekend day, for how long do you use the Internet outside of school?",,,,,,,2015
IC008Q01TA,Use digital devices outside school for playing one-player games.,,,,,,,2015
IC008Q02TA,Use digital devices outside school for playing collaborative online games.,,,,,,,2015
IC008Q03TA,Use digital devices outside school for using email.,,,,,,,2015
IC008Q04TA,Use digital devices outside school for <Chatting online> (e.g. <MSN®>).,,,,,,,2015
IC008Q05TA,"Use digital devices outside school for social networks (e.g. <Facebook>, <MySpace>).",,,,,,,2015
IC008Q07NA,"Use digital devices outside school for online games\Social Networks (e.g. <Farmville®>, <The Sims Social>).",,,,,,,2015
IC008Q08TA,"Use digital devices outside school for browsing the Internet for fun videos, e.g. <YouTube>).",,,,,,,2015
IC008Q09TA,Use digital devices outside school for reading news on the Internet (e.g. current affairs).,,,,,,,2015
IC008Q10TA,Use digital devices outside school for obtaining practical information from the Internet,,,,,,,2015
IC008Q11TA,"Use digital devices outside school for downloading music, films, games or software from the Internet.",,,,,,,2015
IC008Q12TA,Use digital devices outside school for uploading your own created contents for sharing,,,,,,,2015
IC008Q13NA,Use digital devices outside school for downloading new apps on a mobile device.,,,,,,,2015
IC010Q01TA,Frequency of use outside of school: Browsing the Internet for schoolwork (e.g. for preparing an essay or presentation,,,,,,,2015
IC010Q02NA,"Frequency of use outside of school: Browsing the Internet to follow up lessons, e.g. for finding explanations.",,,,,,,2015
IC010Q03TA,Frequency of use outside of school: Using email for communication with other students about schoolwork.,,,,,,,2015
IC010Q04TA,Frequency of use outside of school: Using email for communication with teacher\submit of homework or other schoolwork,,,,,,,2015
IC010Q05NA,Frequency of use outside of school: Using Social Networks for communication with other students about schoolwork.,,,,,,,2015
IC010Q06NA,Frequency of use outside of school: Using Social Networks for communication with teachers.,,,,,,,2015
IC010Q07TA,Frequency of use outside of school: Download\upload\browsing from school website (e.g. time table or course materials,,,,,,,2015
IC010Q08TA,"Frequency of use outside of school: Checking the schools website for announcements, e.g. absence of teachers.",,,,,,,2015
IC010Q09NA,Frequency of use outside of school: Doing homework on a computer.,,,,,,,2015
IC010Q10NA,Frequency of use outside of school: Doing homework on a mobile device.,,,,,,,2015
IC010Q11NA,Frequency of use outside of school: Downloading learning apps on a mobile device.,,,,,,,2015
IC010Q12NA,Frequency of use outside of school: Downloading science learning apps on a mobile device.,,,,,,,2015
IC011Q01TA,Frequency of use at school: <Chatting on line> at school.,,,,,,,2015
IC011Q02TA,Frequency of use at school: Using email at school.,,,,,,,2015
IC011Q03TA,Frequency of use at school: Browsing the Internet for schoolwork.,,,,,,,2015
IC011Q04TA,Frequency of use at school: Download\upload\browse schools web (e.g. <intranet>).,,,,,,,2015
IC011Q05TA,Frequency of use at school: Posting my work on the schools website.,,,,,,,2015
IC011Q06TA,Frequency of use at school: Playing simulations at school.,,,,,,,2015
IC011Q07TA,"Frequency of use at school: Practicing and drilling, foreign language learning or math.",,,,,,,2015
IC011Q08TA,Frequency of use at school: Doing homework on a school computer.,,,,,,,2015
IC011Q09TA,Frequency of use at school: Using school computers for group work and communication with other students.,,,,,,,2015
IC013Q01NA,I forget about time when I'm using digital devices.,,,,,,,2015
IC013Q04NA,"The Internet is a great resource for obtaining information I am interested in (e.g. news, sports, dictionary).",,,,,,,2015
IC013Q05NA,It is very useful to have Social Networks on the Internet.,,,,,,,2015
IC013Q11NA,I am really excited discovering new digital devices or applications.,,,,,,,2015
IC013Q12NA,I really feel bad if no Internet connection is possible.,,,,,,,2015
IC013Q13NA,I like using digital devices.,,,,,,,2015
IC014Q03NA,I feel comfortable using digital devices that I am less familiar with.,,,,,,,2015
IC014Q04NA,"If my friends and relatives want to buy new digital devices or applications, I can give them advice.",,,,,,,2015
IC014Q06NA,I feel comfortable using my digital devices at home.,,,,,,,2015
IC014Q08NA,"When I come across problems with digital devices, I think I can solve them.",,,,,,,2015
IC014Q09NA,"If my friends and relatives have a problem with digital devices, I can help them.",,,,,,,2015
IC015Q02NA,"If I need new software, I install it by myself.",,,,,,,2015
IC015Q03NA,I read information about digital devices to be independent.,,,,,,,2015
IC015Q05NA,I use digital devices as I want to use them.,,,,,,,2015
IC015Q07NA,If I have a problem with digital devices I start to solve it on my own.,,,,,,,2015
IC015Q09NA,"If I need a new application, I choose it by myself.",,,,,,,2015
IC016Q01NA,"To learn something new about digital devices, I like to talk about them with my friends.",,,,,,,2015
IC016Q02NA,I like to exchange solutions to problems with digital devices with others on the Internet.,,,,,,,2015
IC016Q04NA,I like to meet friends and play computer and video games with them.,,,,,,,2015
IC016Q05NA,I like to share information about digital devices with my friends.,,,,,,,2015
IC016Q07NA,I learn a lot about digital media by discussing with my friends and relatives.,,,,,,,2015
EC001Q01NA,Approx how many hrs\week attend add. instruct in the follow. domains? <School science> or <broad science>,,,,,,,2015
EC001Q02NA,Approx how many hrs\week attend add. instruct in the follow. domains? Mathematics,,,,,,,2015
EC001Q03NA,Approx how many hrs\week attend add. instruct in the follow. domains? <Test language>,,,,,,,2015
EC001Q04NA,Approx how many hrs\week attend add. instruct in the follow. domains? <Foreign languages>,,,,,,,2015
EC001Q05NA,Approx how many hrs\week attend add. instruct in the follow. domains? Social sciences,,,,,,,2015
EC001Q06NA,Approx how many hrs\week attend add. instruct in the follow. domains? Music,,,,,,,2015
EC001Q07NA,Approx how many hrs\week attend add. instruct in the follow. domains? Sports,,,,,,,2015
EC001Q08NA,Approx how many hrs\week attend add. instruct in the follow. domains? Performing arts,,,,,,,2015
EC001Q09NA,Approx how many hrs\week attend add. instruct in the follow. domains? Visual arts,,,,,,,2015
EC001Q10NA,Approx how many hrs\week attend add. instruct in the follow. domains? Other,,,,,,,2015
EC003Q01NA,Which <school science> subjects are covered? Physics,,,,,,,2015
EC003Q02NA,Which <school science> subjects are covered? Chemistry,,,,,,,2015
EC003Q03NA,Which <school science> subjects are covered? Biology,,,,,,,2015
EC003Q04NA,Which <school science> subjects are covered? <Earth and space>,,,,,,,2015
EC003Q05NA,Which <school science> subjects are covered? Applied science and technology (e.g. <country-specific example>),,,,,,,2015
EC003Q06NA,Which <school science> subjects are covered? <General or integrated science> (e.g. <country-specific example>),,,,,,,2015
EC004Q01NA,Add science inst. cover? Content covered in regular school courses,,,,,,,2015
EC004Q02NA,Add science inst. cover? New or additional content not covered in regular school courses,,,,,,,2015
EC005Q01NA,Sci. instruct. participate? One-on-one tutoring with a person,,,,,,,2015
EC005Q02NA,Sci. instruct. participate? Internet tutoring with a person (including e.g. <Skype>),,,,,,,2015
EC005Q03NA,Sci. instruct. participate? Internet or computer tutoring with a programme or application,,,,,,,2015
EC005Q04NA,Sci. instruct. participate? Live instruction by a person,,,,,,,2015
EC005Q05NA,Sci. instruct. participate? Video-recorded instruction by a person,,,,,,,2015
EC005Q06NA,Sci. instruct. participate? Small group study or practice (2 to 7 students),,,,,,,2015
EC005Q07NA,Sci. instruct. participate? Large group study or practice (8 or more students),,,,,,,2015
EC005Q08NA,Sci. instruct. participate? Other additional science instruction,,,,,,,2015
EC007Q01NA,Where do you attend this additional science instruction? In my regular school building,,,,,,,2015
EC007Q02NA,"Where do you attend this additional science instruction? At some other place, i.e., not in my reg school building",,,,,,,2015
EC008Q01NA,The teacher is one of my regular teachers in this years school courses. (science),,,,,,,2015
EC008Q02NA,The teacher regularly teaches students my age in school but is not my teacher in any of my regular courses. (science),,,,,,,2015
EC008Q03NA,The teacher mainly works for a business or organisation specialised in additional instruction. (science),,,,,,,2015
EC008Q04NA,The teacher is not specialised teaching personnel (e.g. a student). (science),,,,,,,2015
EC009Q03NA,Compare your <school science> lessons at school\your add sci inst. My teacher does a lot to help,,,,,,,2015
EC009Q07NA,Compare your <school science> lessons at school\your add sci inst. My teacher is pleased when I,,,,,,,2015
EC009Q10NA,Compare your <school science> lessons at school\your add sci inst. My teacher gives hints,,,,,,,2015
EC009Q12NA,Compare your <school science> lessons at school\your add sci inst. My teacher helps me\find ways,,,,,,,2015
EC009Q13NA,Compare your <school science> lessons at school\your add sci inst. Once we identify why,,,,,,,2015
EC009Q14NA,Compare your <school science> lessons at school\your add sci inst. My teacher adapts the content,,,,,,,2015
EC010Q04NA,Compare <school science> lessons in school\add sci instruct. It takes long time until I have gathered all the materia,,,,,,,2015
EC010Q06NA,Compare <school science> lessons in school\add sci instruct. I talk about things that don't have anything to do with,,,,,,,2015
EC010Q07NA,"Compare <school science> lessons in school\add sci instruct. At the end of a lesson, my teacher summarises learning",,,,,,,2015
EC010Q08NA,Compare <school science> lessons in school\add sci instruct. My teacher points out the most important aspects\topic.,,,,,,,2015
EC010Q09NA,Compare <school science> lessons in school\add sci instruct. I am often bored.,,,,,,,2015
EC010Q10NA,Compare <school science> lessons in school\add sci instruct. It takes very long until I am ready to get started.,,,,,,,2015
EC010Q11NA,Compare <school science> lessons in school\add sci instruct. I should learn in a cert actvty.,,,,,,,2015
EC010Q12NA,Compare <school science> lessons in school\add sci instruct. My teacher points out the broader context of a learning,,,,,,,2015
EC011Q01NA,Compare <school science> lessons in school\add sci instruct. I get along well with my teachers.,,,,,,,2015
EC011Q02NA,Compare <school science> lessons in school\add sci instruct. My teachers are interested in my well-being.,,,,,,,2015
EC011Q03NA,Compare <school science> lessons in school\add sci instruct. My teachers really listen to what I have to say.,,,,,,,2015
EC011Q04NA,"Compare <school science> lessons in school\add sci instruct. If I need extra help, I will receive it from teachers.",,,,,,,2015
EC011Q05NA,Compare <school science> lessons in school\add sci instruct. My teachers treat me fairly.,,,,,,,2015
EC012Q01NA,Why do you attend additional science instruction in this school year? I want to learn more.,,,,,,,2015
EC012Q02NA,Why do you attend additional science instruction in this school year? I want to prepare for exams.,,,,,,,2015
EC012Q03NA,Why do you attend additional science instruction in this school year? I was attracted by the tutoring advertisement.,,,,,,,2015
EC012Q04NA,Why do you attend additional science instruction in this school year? My parents wanted me to attend.,,,,,,,2015
EC012Q05NA,Why do you attend additional science instruction in this school year? Many of my friends are doing it.,,,,,,,2015
EC012Q06NA,Why do you attend additional science instruction in this school year? My teachers recommend it.,,,,,,,2015
EC012Q07NA,Why do you attend additional science instruction in this school year? I want to improve my grades.,,,,,,,2015
EC012Q08NA,Why do you attend additional science instruction in this school year? I need to improve my grades.,,,,,,,2015
EC012Q09NA,Why do you attend additional science instruction in this school year? It is gratifying to study.,,,,,,,2015
EC012Q10NA,Why do you attend additional science instruction in this school year? It looks good on a résumé.,,,,,,,2015
EC012Q11NA,Why do you attend additional science instruction in this school year? It is necessary for a job.,,,,,,,2015
EC012Q12NA,Why do you attend additional science instruction in this school year? Other reason.,,,,,,,2015
EC013Q01NA,Why don't you attend additional science in this school year? I don't need any additional science instruction.,,,,,,,2015
EC013Q02NA,Why don't you attend additional science in this school year? None of the available offerings suit my needs.,,,,,,,2015
EC013Q03NA,Why don't you attend additional science in this school year? Not many of my friends are doing it.,,,,,,,2015
EC013Q04NA,Why don't you attend additional science in this school year? I don't have time.,,,,,,,2015
EC013Q05NA,Why don't you attend additional science in this school year? I don't have the money.,,,,,,,2015
EC013Q06NA,Why don't you attend additional science in this school year? My school teachers are knowledgeable enough.,,,,,,,2015
EC013Q07NA,Why don't you attend additional science in this school year? My parents don't want me to do it.,,,,,,,2015
EC013Q08NA,Why don't you attend additional science in this school year? It doesnt seem worth the money.,,,,,,,2015
EC013Q09NA,Why don't you attend additional science in this school year? My teachers say it is not useful.,,,,,,,2015
EC013Q10NA,Why don't you attend additional science in this school year? I have never considered add. science instruction.,,,,,,,2015
EC013Q11NA,Why don't you attend additional science in this school year? Add. science instruction not avail. where I live.,,,,,,,2015
EC013Q12NA,Why don't you attend additional science in this school year? My family helps me instead.,,,,,,,2015
EC013Q13NA,Why don't you attend additional science in this school year? My peers and friends help me instead.,,,,,,,2015
EC014Q01NA,What does additional math cover? Content covered in regular school courses,,,,,,,2015
EC014Q02NA,What does additonal math cover? New or additional content notcovered in regular school courses,,,,,,,2015
EC015Q01NA,Which math instruction do you participate? One-on-one tutoring with a person,,,,,,,2015
EC015Q02NA,Which math instruction do you participate? Internet tutoring with a person (including e.g. <Skype>),,,,,,,2015
EC015Q03NA,Which math instruction do you participate? Internet or computer tutoring with a programme or application,,,,,,,2015
EC015Q04NA,Which math instruction do you participate? Live instruction by a person,,,,,,,2015
EC015Q05NA,Which math instruction do you participate? Video-recorded instruction by a person,,,,,,,2015
EC015Q06NA,Which math instruction do you participate? Small group study or practice (2 to 7 students),,,,,,,2015
EC015Q07NA,Which math instruction do you participate? Large group study or practice (8 or more students),,,,,,,2015
EC015Q08NA,Which math instruction do you participate? Other additional mathematics instruction,,,,,,,2015
EC017Q01NA,Where do you attend this additional mathematics instruction? In my regular school building,,,,,,,2015
EC017Q02NA,"Where do you attend this additional mathematics instruction? At some other place, i.e., not in my regular school",,,,,,,2015
EC018Q01NA,The teacher is one of my regular teachers in this years school courses. (mathematics),,,,,,,2015
EC018Q02NA,The teacher regularly teaches students my age in school but is not my teacher in any of my regular school courses. (m,,,,,,,2015
EC018Q03NA,The teacher mainly works for a business or organisation specialised in additional instruction. (mathematics),,,,,,,2015
EC018Q04NA,The teacher is not specialised teaching personnel (e.g. a student). (mathematics),,,,,,,2015
EC019Q03NA,My teacher does a lot to help me.,,,,,,,2015
EC019Q07NA,My teacher is pleased when I come up with new solutions to a problem.,,,,,,,2015
EC019Q10NA,My teacher gives hints or offers strategies that help me to solve a task.,,,,,,,2015
EC019Q12NA,My teacher helps me to find ways how to solve a problem.,,,,,,,2015
EC019Q13NA,"Once we identify why I have a certain problem, my teacher provides me with a working strategy.",,,,,,,2015
EC019Q14NA,My teacher adapts the content and method to my needs.,,,,,,,2015
EC020Q04NA,Where do math situations occur? It takes a long time until I have gathered all the material to get started.,,,,,,,2015
EC020Q06NA,Where do math situations occur? I talk about things that don't have anything to do with our tasks\topic.,,,,,,,2015
EC020Q07NA,Where do math situations occur? My teacher summarises the learning content I have covered.,,,,,,,2015
EC020Q08NA,Where do math situations occur? My teacher points out the most important aspects of a topic.,,,,,,,2015
EC020Q09NA,Where do math situations occur? I am often bored.,,,,,,,2015
EC020Q10NA,Where do math situations occur? It takes very long until I am ready to get started.,,,,,,,2015
EC020Q11NA,Where do math situations occur? My teacher tells me what I should learn in a certain activity.,,,,,,,2015
EC020Q12NA,Where do math situations occur? My teacher points out the broader context of a learning unit.,,,,,,,2015
EC021Q01NA,I get along well with my teachers.,,,,,,,2015
EC021Q02NA,My teachers are interested in my well-being.,,,,,,,2015
EC021Q03NA,My teachers really listen to what I have to say.,,,,,,,2015
EC021Q04NA,"If I need extra help, I will receive it from my teachers.",,,,,,,2015
EC021Q05NA,My teachers treat me fairly.,,,,,,,2015
EC022Q01NA,Why do you attend additional mathematics in this school year: I want to learn more.,,,,,,,2015
EC022Q02NA,Why do you attend additional mathematics in this school year: I want to prepare for exams.,,,,,,,2015
EC022Q03NA,Why do you attend additional mathematics in this school year: I was attracted by the tutoring advertis.,,,,,,,2015
EC022Q04NA,Why do you attend additional mathematics in this school year: My parents wanted me to attend.,,,,,,,2015
EC022Q05NA,Why do you attend additional mathematics in this school year: Many of my friends are doing it.,,,,,,,2015
EC022Q06NA,Why do you attend additional mathematics in this school year: My teachers recommend it.,,,,,,,2015
EC022Q07NA,Why do you attend additional mathematics in this school year: I want to improve my grades.,,,,,,,2015
EC022Q08NA,Why do you attend additional mathematics in this school year: I need to improve my grades.,,,,,,,2015
EC022Q09NA,Why do you attend additional mathematics in this school year: It is gratifying to study.,,,,,,,2015
EC022Q10NA,Why do you attend additional mathematics in this school year: It looks good on a résumé.,,,,,,,2015
EC022Q11NA,Why do you attend additional mathematics in this school year: It is necessary for a job.,,,,,,,2015
EC022Q12NA,Why do you attend additional mathematics in this school year: Other reason.,,,,,,,2015
EC023Q01NA,Why don't you attend additional mathematics in this school year: I don't need any add math instruction.,,,,,,,2015
EC023Q02NA,Why don't you attend additional mathematics in this school year: None of the offerings suit my needs.,,,,,,,2015
EC023Q03NA,Why don't you attend additional mathematics in this school year: Not many of my friends are doing it.,,,,,,,2015
EC023Q04NA,Why don't you attend additional mathematics in this school year: I don't have time.,,,,,,,2015
EC023Q05NA,Why don't you attend additional mathematics in this school year: I don't have the money.,,,,,,,2015
EC023Q06NA,Why don't you attend additional mathematics in this school year: My teachers are knowledgeable enough.,,,,,,,2015
EC023Q07NA,Why don't you attend additional mathematics in this school year: My parents don't want me to do it.,,,,,,,2015
EC023Q08NA,Why don't you attend additional mathematics in this school year: It doesnt seem worth the money.,,,,,,,2015
EC023Q09NA,Why don't you attend additional mathematics in this school year: My teachers say it is not useful.,,,,,,,2015
EC023Q10NA,Why don't you attend additional mathematics in this school year: I never considered add. math instruction.,,,,,,,2015
EC023Q11NA,Why don't you attend additional mathematics in this school year: Add. math instruc. not avail. where I live.,,,,,,,2015
EC023Q12NA,Why don't you attend additional mathematics in this school year: My family helps me instead.,,,,,,,2015
EC023Q13NA,Why don't you attend additional mathematics in this school year: My peers and friends help me instead.,,,,,,,2015
